arm_length_m,test_mass_kg,snr_year
2580.0,15.0,2.7266879067192144e-10
2580.0,16.0,2.7266896961039066e-10
2580.0,17.0,2.7266911791048285e-10
2580.0,18.0,2.7266924218758897e-10
2580.0,19.0,2.726693473634317e-10
2580.0,20.0,2.7266943716095694e-10
2580.0,21.0,2.7266951443837974e-10
2580.0,22.0,2.7266958141946844e-10
2580.0,23.0,2.726696398553336e-10
2580.0,24.0,2.726696911400505e-10
2580.0,25.0,2.726697363945817e-10
2580.0,26.0,2.7266977652855494e-10
2580.0,27.0,2.726698122863328e-10
2580.0,28.0,2.726698442817764e-10
2580.0,29.0,2.726698730247688e-10
2580.0,30.0,2.726698989416549e-10
2580.0,31.0,2.726699223911431e-10
2580.0,32.0,2.726699436767847e-10
2580.0,33.0,2.7266996305684634e-10
2580.0,34.0,2.7266998075218233e-10
2580.0,35.0,2.726699969525538e-10
2580.0,36.0,2.7267001182173785e-10
2580.0,37.0,2.726700255016831e-10
2580.0,38.0,2.726700381159098e-10
2580.0,39.0,2.7267004977230837e-10
2580.0,40.0,2.726700605654534e-10
2580.0,41.0,2.72670070578529e-10
2580.0,42.0,2.726700798849355e-10
2580.0,43.0,2.726700885496387e-10
2580.0,44.0,2.726700966303072e-10
2580.0,45.0,2.726701041782737e-10
2580.0,46.0,2.7267011123935285e-10
2580.0,47.0,2.726701178545375e-10
2580.0,48.0,2.726701240605958e-10
2580.0,49.0,2.7267012989058247e-10
2580.0,50.0,2.726701353742804e-10
2580.0,51.0,2.7267014053858113e-10
2580.0,52.0,2.726701454078161e-10
2580.0,53.0,2.726701500040427e-10
2580.0,54.0,2.726701543472954e-10
2580.0,55.0,2.7267015845580407e-10
2580.0,56.0,2.726701623461854e-10
2580.0,57.0,2.726701660336115e-10
2580.0,58.0,2.726701695319578e-10
2580.0,59.0,2.726701728539341e-10
2580.0,60.0,2.7267017601119977e-10
2580.0,61.0,2.726701790144665e-10
2580.0,62.0,2.7267018187358914e-10
2580.0,63.0,2.7267018459764663e-10
2580.0,64.0,2.726701871950142e-10
2580.0,65.0,2.72670189673428e-10
2580.0,66.0,2.726701920400422e-10
2580.0,67.0,2.726701943014816e-10
2580.0,68.0,2.7267019646388706e-10
2580.0,69.0,2.726701985329579e-10
2580.0,70.0,2.7267020051398937e-10
2580.0,71.0,2.72670202411906e-10
2580.0,72.0,2.7267020423129344e-10
2580.0,73.0,2.726702059764248e-10
2580.0,74.0,2.7267020765128673e-10
2580.0,75.0,2.7267020925960196e-10
2580.0,76.0,2.7267021080484964e-10
2580.0,77.0,2.726702122902846e-10
2580.0,78.0,2.726702137189546e-10
2580.0,79.0,2.7267021509371546e-10
2580.0,80.0,2.726702164172456e-10
2580.0,81.0,2.726702176920595e-10
2580.0,82.0,2.726702189205188e-10
2580.0,83.0,2.7267022010484385e-10
2580.0,84.0,2.726702212471241e-10
2580.0,85.0,2.7267022234932606e-10
2580.0,86.0,2.7267022341330315e-10
2580.0,87.0,2.7267022444080266e-10
2580.0,88.0,2.7267022543347316e-10
2580.0,89.0,2.726702263928713e-10
2580.0,90.0,2.7267022732046746e-10
2580.0,91.0,2.726702282176519e-10
2580.0,92.0,2.726702290857396e-10
2580.0,93.0,2.7267022992597534e-10
2580.0,94.0,2.726702307395378e-10
2580.0,95.0,2.726702315275444e-10
2580.0,96.0,2.726702322910543e-10
2580.0,97.0,2.726702330310724e-10
2580.0,98.0,2.726702337485527e-10
2580.0,99.0,2.7267023444440105e-10
2580.0,100.0,2.726702351194787e-10
2590.0,10.0,2.726572104705089e-10
2590.0,11.0,2.7265777871074276e-10
2590.0,12.0,2.726582109064209e-10
2590.0,13.0,2.726585472577083e-10
2590.0,14.0,2.7265881414304415e-10
2590.0,15.0,2.726590294530855e-10
2590.0,16.0,2.7265920566895667e-10
2590.0,17.0,2.726593517126183e-10
2590.0,18.0,2.726594740988079e-10
2590.0,19.0,2.726595776743642e-10
2590.0,20.0,2.7265966610558787e-10
2590.0,21.0,2.726597422072059e-10
2590.0,22.0,2.726598081691516e-10
2590.0,23.0,2.72659865715892e-10
2590.0,24.0,2.726599162202912e-10
2590.0,25.0,2.72659960786256e-10
2590.0,26.0,2.726600003095741e-10
2590.0,27.0,2.726600355232822e-10
2590.0,28.0,2.726600670319013e-10
2590.0,29.0,2.7266009533755656e-10
2590.0,30.0,2.7266012086010585e-10
2590.0,31.0,2.726601439527997e-10
2590.0,32.0,2.726601649145706e-10
2590.0,33.0,2.72660183999756e-10
2590.0,34.0,2.726602014258494e-10
2590.0,35.0,2.7266021737972484e-10
2590.0,36.0,2.7266023202266743e-10
2590.0,37.0,2.7266024549446595e-10
2590.0,38.0,2.7266025791676133e-10
2590.0,39.0,2.7266026939580234e-10
2590.0,40.0,2.726602800247247e-10
2590.0,41.0,2.726602898854466e-10
2590.0,42.0,2.7266029905025165e-10
2590.0,43.0,2.726603075831175e-10
2590.0,44.0,2.7266031554083465e-10
2590.0,45.0,2.7266032297395527e-10
2590.0,46.0,2.726603299275967e-10
2590.0,47.0,2.726603364421282e-10
2590.0,48.0,2.726603425537583e-10
2590.0,49.0,2.72660348295039e-10
2590.0,50.0,2.726603536952998e-10
2590.0,51.0,2.7266035878102324e-10
2590.0,52.0,2.7266036357617043e-10
2590.0,53.0,2.726603681024633e-10
2590.0,54.0,2.726603723796313e-10
2590.0,55.0,2.72660376425627e-10
2590.0,56.0,2.7266038025681425e-10
2590.0,57.0,2.7266038388813435e-10
2590.0,58.0,2.7266038733325165e-10
2590.0,59.0,2.726603906046824e-10
2590.0,60.0,2.7266039371390886e-10
2590.0,61.0,2.726603966714794e-10
2590.0,62.0,2.726603994870991e-10
2590.0,63.0,2.726604021697087e-10
2590.0,64.0,2.7266040472755603e-10
2590.0,65.0,2.7266040716825955e-10
2590.0,66.0,2.7266040949886465e-10
2590.0,67.0,2.7266041172589506e-10
2590.0,68.0,2.726604138553985e-10
2590.0,69.0,2.7266041589298733e-10
2590.0,70.0,2.7266041784387637e-10
2590.0,71.0,2.7266041971291536e-10
2590.0,72.0,2.7266042150461985e-10
2590.0,73.0,2.726604232231982e-10
2590.0,74.0,2.7266042487257634e-10
2590.0,75.0,2.7266042645642016e-10
2590.0,76.0,2.7266042797815616e-10
2590.0,77.0,2.7266042944098955e-10
2590.0,78.0,2.7266043084792167e-10
2590.0,79.0,2.7266043220176487e-10
2590.0,80.0,2.7266043350515677e-10
2590.0,81.0,2.7266043476057375e-10
2590.0,82.0,2.7266043597034137e-10
2590.0,83.0,2.726604371366465e-10
2590.0,84.0,2.7266043826154626e-10
2590.0,85.0,2.726604393469777e-10
2590.0,86.0,2.7266044039476586e-10
2590.0,87.0,2.7266044140663145e-10
2590.0,88.0,2.72660442384198e-10
2590.0,89.0,2.726604433289984e-10
2590.0,90.0,2.7266044424248075e-10
2590.0,91.0,2.7266044512601397e-10
2590.0,92.0,2.726604459808933e-10
2590.0,93.0,2.7266044680834445e-10
2590.0,94.0,2.7266044760952827e-10
2590.0,95.0,2.726604483855449e-10
2590.0,96.0,2.7266044913743767e-10
2590.0,97.0,2.72660449866196e-10
2590.0,98.0,2.726604505727594e-10
2590.0,99.0,2.726604512580202e-10
2590.0,100.0,2.726604519228261e-10
2600.0,10.0,2.726465944008668e-10
2600.0,11.0,2.7264715402574215e-10
2600.0,12.0,2.7264757966866237e-10
2600.0,13.0,2.726479109203204e-10
2600.0,14.0,2.7264817375922983e-10
2600.0,15.0,2.726483858048036e-10
2600.0,16.0,2.72648559348936e-10
2600.0,17.0,2.72648703178318e-10
2600.0,18.0,2.7264882370891445e-10
2600.0,19.0,2.726489257140783e-10
2600.0,20.0,2.7264901280452363e-10
2600.0,21.0,2.726490877523015e-10
2600.0,22.0,2.7264915271414246e-10
2600.0,23.0,2.726492093883674e-10
2600.0,24.0,2.7264925912702584e-10
2600.0,25.0,2.7264930301728715e-10
2600.0,26.0,2.7264934194135753e-10
2600.0,27.0,2.726493766211593e-10
2600.0,28.0,2.726494076520482e-10
2600.0,29.0,2.7264943552853615e-10
2600.0,30.0,2.72649460664115e-10
2600.0,31.0,2.726494834066796e-10
2600.0,32.0,2.726495040506302e-10
2600.0,33.0,2.726495228464476e-10
2600.0,34.0,2.7264954000832806e-10
2600.0,35.0,2.726495557203122e-10
2600.0,36.0,2.726495701412397e-10
2600.0,37.0,2.7264958340877985e-10
2600.0,38.0,2.7264959564272935e-10
2600.0,39.0,2.7264960694772593e-10
2600.0,40.0,2.7264961741549335e-10
2600.0,41.0,2.7264962712670774e-10
2600.0,42.0,2.7264963615255667e-10
2600.0,43.0,2.7264964455604767e-10
2600.0,44.0,2.7264965239311047e-10
2600.0,45.0,2.726496597135307e-10
2600.0,46.0,2.7264966656174134e-10
2600.0,47.0,2.726496729775e-10
2600.0,48.0,2.72649678996466e-10
2600.0,49.0,2.726496846506977e-10
2600.0,50.0,2.7264968996908004e-10
2600.0,51.0,2.72649694977694e-10
2600.0,52.0,2.7264969970013746e-10
2600.0,53.0,2.7264970415780287e-10
2600.0,54.0,2.726497083701208e-10
2600.0,55.0,2.7264971235477133e-10
2600.0,56.0,2.7264971612787034e-10
2600.0,57.0,2.7264971970413257e-10
2600.0,58.0,2.7264972309701527e-10
2600.0,59.0,2.7264972631884467e-10
2600.0,60.0,2.7264972938092906e-10
2600.0,61.0,2.7264973229365714e-10
2600.0,62.0,2.726497350665866e-10
2600.0,63.0,2.726497377085226e-10
2600.0,64.0,2.7264974022758806e-10
2600.0,65.0,2.726497426312857e-10
2600.0,66.0,2.726497449265543e-10
2600.0,67.0,2.726497471198186e-10
2600.0,68.0,2.726497492170345e-10
2600.0,69.0,2.7264975122372966e-10
2600.0,70.0,2.7264975314503944e-10
2600.0,71.0,2.726497549857401e-10
2600.0,72.0,2.7264975675027884e-10
2600.0,73.0,2.7264975844280024e-10
2600.0,74.0,2.726497600671706e-10
2600.0,75.0,2.726497616270002e-10
2600.0,76.0,2.726497631256637e-10
2600.0,77.0,2.7264976456631776e-10
2600.0,78.0,2.726497659519179e-10
2600.0,79.0,2.726497672852341e-10
2600.0,80.0,2.726497685688642e-10
2600.0,81.0,2.7264976980524657e-10
2600.0,82.0,2.726497709966718e-10
2600.0,83.0,2.7264977214529343e-10
2600.0,84.0,2.726497732531375e-10
2600.0,85.0,2.726497743221117e-10
2600.0,86.0,2.7264977535401336e-10
2600.0,87.0,2.7264977635053713e-10
2600.0,88.0,2.726497773132818e-10
2600.0,89.0,2.7264977824375715e-10
2600.0,90.0,2.726497791433893e-10
2600.0,91.0,2.726497800135265e-10
2600.0,92.0,2.7264978085544417e-10
2600.0,93.0,2.7264978167034953e-10
2600.0,94.0,2.726497824593858e-10
2600.0,95.0,2.7264978322363657e-10
2600.0,96.0,2.726497839641291e-10
2600.0,97.0,2.7264978468183807e-10
2600.0,98.0,2.7264978537768866e-10
2600.0,99.0,2.7264978605255947e-10
2600.0,100.0,2.7264978670728564e-10
2610.0,10.0,2.7263528670149034e-10
2610.0,11.0,2.726358378717394e-10
2610.0,12.0,2.726362570841538e-10
2610.0,13.0,2.7263658333132487e-10
2610.0,14.0,2.7263684219930144e-10
2610.0,15.0,2.726370510413126e-10
2610.0,16.0,2.7263722196355263e-10
2610.0,17.0,2.72637363619967e-10
2610.0,18.0,2.726374823295901e-10
2610.0,19.0,2.7263758279366063e-10
2610.0,20.0,2.7263766856834274e-10
2610.0,21.0,2.726377423838079e-10
2610.0,22.0,2.726378063642031e-10
2610.0,23.0,2.726378621821914e-10
2610.0,24.0,2.726379111693955e-10
2610.0,25.0,2.7263795439656015e-10
2610.0,26.0,2.72637992732563e-10
2610.0,27.0,2.7263802688841983e-10
2610.0,28.0,2.7263805745049167e-10
2610.0,29.0,2.726380849058193e-10
2610.0,30.0,2.726381096616477e-10
2610.0,31.0,2.726381320606155e-10
2610.0,32.0,2.7263815239267527e-10
2610.0,33.0,2.726381709045237e-10
2610.0,34.0,2.7263818780712073e-10
2610.0,35.0,2.7263820328172653e-10
2610.0,36.0,2.7263821748478114e-10
2610.0,37.0,2.7263823055187394e-10
2610.0,38.0,2.726382426009916e-10
2610.0,39.0,2.7263825373519094e-10
2610.0,40.0,2.726382640448102e-10
2610.0,41.0,2.7263827360930644e-10
2610.0,42.0,2.7263828249879175e-10
2610.0,43.0,2.7263829077532185e-10
2610.0,44.0,2.726382984939814e-10
2610.0,45.0,2.726383057038037e-10
2610.0,46.0,2.7263831244855085e-10
2610.0,47.0,2.726383187673793e-10
2610.0,48.0,2.726383246954101e-10
2610.0,49.0,2.7263833026421695e-10
2610.0,50.0,2.726383355022485e-10
2610.0,51.0,2.726383404351917e-10
2610.0,52.0,2.726383450862879e-10
2610.0,53.0,2.726383494766063e-10
2610.0,54.0,2.7263835362528395e-10
2610.0,55.0,2.7263835754973385e-10
2610.0,56.0,2.7263836126582843e-10
2610.0,57.0,2.7263836478805995e-10
2610.0,58.0,2.726383681296825e-10
2610.0,59.0,2.7263837130283617e-10
2610.0,60.0,2.7263837431865826e-10
2610.0,61.0,2.7263837718738044e-10
2610.0,62.0,2.7263837991841603e-10
2610.0,63.0,2.7263838252043734e-10
2610.0,64.0,2.7263838500144435e-10
2610.0,65.0,2.7263838736882663e-10
2610.0,66.0,2.72638389629418e-10
2610.0,67.0,2.726383917895462e-10
2610.0,68.0,2.726383938550771e-10
2610.0,69.0,2.7263839583145474e-10
2610.0,70.0,2.7263839772373705e-10
2610.0,71.0,2.726383995366282e-10
2610.0,72.0,2.726384012745081e-10
2610.0,73.0,2.726384029414586e-10
2610.0,74.0,2.726384045412877e-10
2610.0,75.0,2.7263840607755126e-10
2610.0,76.0,2.7263840755357276e-10
2610.0,77.0,2.7263840897246115e-10
2610.0,78.0,2.7263841033712754e-10
2610.0,79.0,2.7263841165029987e-10
2610.0,80.0,2.7263841291453667e-10
2610.0,81.0,2.726384141322396e-10
2610.0,82.0,2.726384153056645e-10
2610.0,83.0,2.726384164369326e-10
2610.0,84.0,2.726384175280393e-10
2610.0,85.0,2.7263841858086324e-10
2610.0,86.0,2.7263841959717477e-10
2610.0,87.0,2.726384205786429e-10
2610.0,88.0,2.726384215268424e-10
2610.0,89.0,2.7263842244325996e-10
2610.0,90.0,2.7263842332930027e-10
2610.0,91.0,2.7263842418629133e-10
2610.0,92.0,2.726384250154893e-10
2610.0,93.0,2.7263842581808283e-10
2610.0,94.0,2.7263842659519823e-10
2610.0,95.0,2.7263842734790266e-10
2610.0,96.0,2.726384280772077e-10
2610.0,97.0,2.726384287840734e-10
2610.0,98.0,2.7263842946941093e-10
2610.0,99.0,2.7263843013408576e-10
2610.0,100.0,2.7263843077892025e-10
2620.0,10.0,2.7262333004910773e-10
2620.0,11.0,2.726238729219728e-10
2620.0,12.0,2.726242858234795e-10
2620.0,13.0,2.7262460715924055e-10
2620.0,14.0,2.726248621301387e-10
2620.0,15.0,2.7262506782816976e-10
2620.0,16.0,2.72625236177282e-10
2620.0,17.0,2.7262537570114356e-10
2620.0,18.0,2.7262549262366164e-10
2620.0,19.0,2.726255915753016e-10
2620.0,20.0,2.726256760586925e-10
2620.0,21.0,2.7262574876290487e-10
2620.0,22.0,2.726258117801084e-10
2620.0,23.0,2.726258667577853e-10
2620.0,24.0,2.726259150075116e-10
2620.0,25.0,2.7262595758391256e-10
2620.0,26.0,2.726259953427855e-10
2620.0,27.0,2.7262602898444236e-10
2620.0,28.0,2.7262605908641675e-10
2620.0,29.0,2.7262608612841725e-10
2620.0,30.0,2.726261105115582e-10
2620.0,31.0,2.7262613257332e-10
2620.0,32.0,2.726261525992899e-10
2620.0,33.0,2.726261708324508e-10
2620.0,34.0,2.7262618748058694e-10
2620.0,35.0,2.7262620272222963e-10
2620.0,36.0,2.726262167114635e-10
2620.0,37.0,2.7262622958183696e-10
2620.0,38.0,2.726262414495605e-10
2620.0,39.0,2.7262625241613947e-10
2620.0,40.0,2.7262626257055185e-10
2620.0,41.0,2.7262627199105884e-10
2620.0,42.0,2.7262628074671687e-10
2620.0,43.0,2.726262888986473e-10
2620.0,44.0,2.726262965011058e-10
2620.0,45.0,2.7262630360238747e-10
2620.0,46.0,2.7262631024559527e-10
2620.0,47.0,2.726263164692965e-10
2620.0,48.0,2.7262632230808337e-10
2620.0,49.0,2.726263277930542e-10
2620.0,50.0,2.726263329522294e-10
2620.0,51.0,2.726263378109093e-10
2620.0,52.0,2.7262634239198516e-10
2620.0,53.0,2.726263467162093e-10
2620.0,54.0,2.726263508024303e-10
2620.0,55.0,2.7262635466779927e-10
2620.0,56.0,2.726263583279496e-10
2620.0,57.0,2.7262636179715544e-10
2620.0,58.0,2.7262636508847127e-10
2620.0,59.0,2.726263682138545e-10
2620.0,60.0,2.726263711842746e-10
2620.0,61.0,2.7262637400980933e-10
2620.0,62.0,2.726263766997304e-10
2620.0,63.0,2.726263792625793e-10
2620.0,64.0,2.7262638170623586e-10
2620.0,65.0,2.7262638403797814e-10
2620.0,66.0,2.726263862645372e-10
2620.0,67.0,2.7262638839214557e-10
2620.0,68.0,2.7262639042658083e-10
2620.0,69.0,2.726263923732051e-10
2620.0,70.0,2.7262639423699985e-10
2620.0,71.0,2.726263960225986e-10
2620.0,72.0,2.726263977343155e-10
2620.0,73.0,2.726263993761707e-10
2620.0,74.0,2.72626400951915e-10
2620.0,75.0,2.7262640246505076e-10
2620.0,76.0,2.726264039188514e-10
2620.0,77.0,2.72626405316379e-10
2620.0,78.0,2.7262640666050095e-10
2620.0,79.0,2.7262640795390403e-10
2620.0,80.0,2.726264091991082e-10
2620.0,81.0,2.726264103984791e-10
2620.0,82.0,2.726264115542386e-10
2620.0,83.0,2.726264126684759e-10
2620.0,84.0,2.726264137431564e-10
2620.0,85.0,2.7262641478013056e-10
2620.0,86.0,2.7262641578114194e-10
2620.0,87.0,2.726264167478345e-10
2620.0,88.0,2.726264176817592e-10
2620.0,89.0,2.7262641858438047e-10
2620.0,90.0,2.726264194570819e-10
2620.0,91.0,2.726264203011713e-10
2620.0,92.0,2.7262642111788584e-10
2620.0,93.0,2.7262642190839686e-10
2620.0,94.0,2.7262642267381314e-10
2620.0,95.0,2.726264234151858e-10
2620.0,96.0,2.726264241335115e-10
2620.0,97.0,2.7262642482973564e-10
2620.0,98.0,2.7262642550475576e-10
2620.0,99.0,2.7262642615942413e-10
2620.0,100.0,2.7262642679455083e-10
2630.0,10.0,2.7261080754467523e-10
2630.0,11.0,2.726113422740759e-10
2630.0,12.0,2.726117489817453e-10
2630.0,13.0,2.7261206549720606e-10
2630.0,14.0,2.7261231664331937e-10
2630.0,15.0,2.726125192556938e-10
2630.0,16.0,2.726126850794118e-10
2630.0,17.0,2.726128225102814e-10
2630.0,18.0,2.7261293767884695e-10
2630.0,19.0,2.7261303514611347e-10
2630.0,20.0,2.726131183621677e-10
2630.0,21.0,2.726131899757423e-10
2630.0,22.0,2.7261325204762244e-10
2630.0,23.0,2.7261330620057665e-10
2630.0,24.0,2.72613353726506e-10
2630.0,25.0,2.7261339566421577e-10
2630.0,26.0,2.726134328566653e-10
2630.0,27.0,2.7261346599366113e-10
2630.0,28.0,2.7261349564407334e-10
2630.0,29.0,2.726135222804145e-10
2630.0,30.0,2.726135462977818e-10
2630.0,31.0,2.7261356802859304e-10
2630.0,32.0,2.726135877541515e-10
2630.0,33.0,2.726136057137949e-10
2630.0,34.0,2.726136221121907e-10
2630.0,35.0,2.726136371251917e-10
2630.0,36.0,2.7261365090457166e-10
2630.0,37.0,2.7261366358187535e-10
2630.0,38.0,2.726136752715698e-10
2630.0,39.0,2.726136860736379e-10
2630.0,40.0,2.7261369607572277e-10
2630.0,41.0,2.726137053549115e-10
2630.0,42.0,2.726137139792249e-10
2630.0,43.0,2.726137220088674e-10
2630.0,44.0,2.726137294972805e-10
2630.0,45.0,2.726137364920349e-10
2630.0,46.0,2.7261374303558717e-10
2630.0,47.0,2.7261374916592593e-10
2630.0,48.0,2.726137549171243e-10
2630.0,49.0,2.726137603198145e-10
2630.0,50.0,2.726137654015962e-10
2630.0,51.0,2.726137701873904e-10
2630.0,52.0,2.72613774699745e-10
2630.0,53.0,2.726137789591008e-10
2630.0,54.0,2.726137829840239e-10
2630.0,55.0,2.7261378679140805e-10
2630.0,56.0,2.7261379039665195e-10
2630.0,57.0,2.726137938138158e-10
2630.0,58.0,2.726137970557581e-10
2630.0,59.0,2.7261380013425707e-10
2630.0,60.0,2.7261380306011753e-10
2630.0,61.0,2.72613805843266e-10
2630.0,62.0,2.726138084928351e-10
2630.0,63.0,2.7261381101723856e-10
2630.0,64.0,2.7261381342423747e-10
2630.0,65.0,2.7261381572100085e-10
2630.0,66.0,2.726138179141591e-10
2630.0,67.0,2.726138200098509e-10
2630.0,68.0,2.7261382201376733e-10
2630.0,69.0,2.7261382393118983e-10
2630.0,70.0,2.726138257670256e-10
2630.0,71.0,2.7261382752583843e-10
2630.0,72.0,2.7261382921187757e-10
2630.0,73.0,2.7261383082910314e-10
2630.0,74.0,2.7261383238120954e-10
2630.0,75.0,2.7261383387164657e-10
2630.0,76.0,2.7261383530363843e-10
2630.0,77.0,2.726138366802016e-10
2630.0,78.0,2.726138380041601e-10
2630.0,79.0,2.726138392781607e-10
2630.0,80.0,2.726138405046854e-10
2630.0,81.0,2.726138416860643e-10
2630.0,82.0,2.7261384282448626e-10
2630.0,83.0,2.726138439220087e-10
2630.0,84.0,2.726138449805677e-10
2630.0,85.0,2.726138460019861e-10
2630.0,86.0,2.726138469879812e-10
2630.0,87.0,2.726138479401722e-10
2630.0,88.0,2.7261384886008694e-10
2630.0,89.0,2.7261384974916796e-10
2630.0,90.0,2.726138506087778e-10
2630.0,91.0,2.726138514402049e-10
2630.0,92.0,2.726138522446679e-10
2630.0,93.0,2.726138530233202e-10
2630.0,94.0,2.726138537772544e-10
2630.0,95.0,2.726138545075056e-10
2630.0,96.0,2.7261385521505555e-10
2630.0,97.0,2.726138559008356e-10
2630.0,98.0,2.726138565657296e-10
2630.0,99.0,2.7261385721057723e-10
2630.0,100.0,2.726138578361763e-10
2640.0,10.0,2.72597775227227e-10
2640.0,11.0,2.7259830196378705e-10
2640.0,12.0,2.725987025921833e-10
2640.0,13.0,2.725990143765028e-10
2640.0,14.0,2.7259926176857706e-10
2640.0,15.0,2.725994613523693e-10
2640.0,16.0,2.725996246974048e-10
2640.0,17.0,2.7259976007399615e-10
2640.0,18.0,2.725998735210519e-10
2640.0,19.0,2.725999695314013e-10
2640.0,20.0,2.72600051503561e-10
2640.0,21.0,2.7260012204667126e-10
2640.0,22.0,2.7260018319071355e-10
2640.0,23.0,2.726002365342e-10
2640.0,24.0,2.7260028334972065e-10
2640.0,25.0,2.72600324660553e-10
2640.0,26.0,2.7260036129705624e-10
2640.0,27.0,2.7260039393872575e-10
2640.0,28.0,2.726004231459285e-10
2640.0,29.0,2.726004493841138e-10
2640.0,30.0,2.7260047304247317e-10
2640.0,31.0,2.7260049444845546e-10
2640.0,32.0,2.726005138791591e-10
2640.0,33.0,2.7260053157034444e-10
2640.0,34.0,2.7260054772361926e-10
2640.0,35.0,2.7260056251220814e-10
2640.0,36.0,2.726005760856157e-10
2640.0,37.0,2.7260058857342075e-10
2640.0,38.0,2.726006000883792e-10
2640.0,39.0,2.7260061072897933e-10
2640.0,40.0,2.726006205815544e-10
2640.0,41.0,2.7260062972203907e-10
2640.0,42.0,2.7260063821743723e-10
2640.0,43.0,2.726006461270536e-10
2640.0,44.0,2.726006535035308e-10
2640.0,45.0,2.726006603937284e-10
2640.0,46.0,2.7260066683946846e-10
2640.0,47.0,2.7260067287817164e-10
2640.0,48.0,2.7260067854340184e-10
2640.0,49.0,2.726006838653331e-10
2640.0,50.0,2.726006888711531e-10
2640.0,51.0,2.7260069358540976e-10
2640.0,52.0,2.726006980303142e-10
2640.0,53.0,2.726007022260017e-10
2640.0,54.0,2.726007061907607e-10
2640.0,55.0,2.726007099412324e-10
2640.0,56.0,2.7260071349258565e-10
2640.0,57.0,2.7260071685867013e-10
2640.0,58.0,2.7260072005215216e-10
2640.0,59.0,2.726007230846341e-10
2640.0,60.0,2.7260072596675906e-10
2640.0,61.0,2.726007287083054e-10
2640.0,62.0,2.726007313182691e-10
2640.0,63.0,2.7260073380493793e-10
2640.0,64.0,2.726007361759573e-10
2640.0,65.0,2.72600738438389e-10
2640.0,66.0,2.7260074059876405e-10
2640.0,67.0,2.7260074266312976e-10
2640.0,68.0,2.726007446370918e-10
2640.0,69.0,2.7260074652585296e-10
2640.0,70.0,2.7260074833424684e-10
2640.0,71.0,2.726007500667691e-10
2640.0,72.0,2.7260075172760543e-10
2640.0,73.0,2.726007533206569e-10
2640.0,74.0,2.726007548495626e-10
2640.0,75.0,2.726007563177207e-10
2640.0,76.0,2.7260075772830736e-10
2640.0,77.0,2.726007590842937e-10
2640.0,78.0,2.7260076038846185e-10
2640.0,79.0,2.726007616434189e-10
2640.0,80.0,2.726007628516096e-10
2640.0,81.0,2.7260076401532944e-10
2640.0,82.0,2.726007651367343e-10
2640.0,83.0,2.72600766217851e-10
2640.0,84.0,2.7260076726058687e-10
2640.0,85.0,2.726007682667372e-10
2640.0,86.0,2.726007692379937e-10
2640.0,87.0,2.7260077017595154e-10
2640.0,88.0,2.7260077108211544e-10
2640.0,89.0,2.7260077195790656e-10
2640.0,90.0,2.7260077280466706e-10
2640.0,91.0,2.726007736236661e-10
2640.0,92.0,2.72600774416104e-10
2640.0,93.0,2.726007751831172e-10
2640.0,94.0,2.726007759257816e-10
2640.0,95.0,2.726007766451171e-10
2640.0,96.0,2.7260077734209067e-10
2640.0,97.0,2.7260077801761966e-10
2640.0,98.0,2.7260077867257496e-10
2640.0,99.0,2.726007793077834e-10
2640.0,100.0,2.726007799240312e-10
2650.0,10.0,2.725841591496585e-10
2650.0,11.0,2.725846780405401e-10
2650.0,12.0,2.7258507270159416e-10
2650.0,13.0,2.7258537984188213e-10
2650.0,14.0,2.7258562354903694e-10
2650.0,15.0,2.725858201600099e-10
2650.0,16.0,2.72585981072001e-10
2650.0,17.0,2.725861144321381e-10
2650.0,18.0,2.725862261893809e-10
2650.0,19.0,2.7258632076963855e-10
2650.0,20.0,2.725864015208066e-10
2650.0,21.0,2.7258647101316233e-10
2650.0,22.0,2.725865312464506e-10
2650.0,23.0,2.725865837953735e-10
2650.0,24.0,2.7258662991356585e-10
2650.0,25.0,2.725866706090632e-10
2650.0,26.0,2.7258670669985646e-10
2650.0,27.0,2.725867388553199e-10
2650.0,28.0,2.7258676762747356e-10
2650.0,29.0,2.725867934748342e-10
2650.0,30.0,2.7258681678079575e-10
2650.0,31.0,2.725868378679302e-10
2650.0,32.0,2.7258685700920815e-10
2650.0,33.0,2.7258687443687826e-10
2650.0,34.0,2.725868903495454e-10
2650.0,35.0,2.72586904917854e-10
2650.0,36.0,2.7258691828908187e-10
2650.0,37.0,2.7258693059087735e-10
2650.0,38.0,2.7258694193431715e-10
2650.0,39.0,2.7258695241642245e-10
2650.0,40.0,2.7258696212224047e-10
2650.0,41.0,2.7258697112657484e-10
2650.0,42.0,2.725869794954316e-10
2650.0,43.0,2.725869872872318e-10
2650.0,44.0,2.7258699455383417e-10
2650.0,45.0,2.7258700134140024e-10
2650.0,46.0,2.7258700769112907e-10
2650.0,47.0,2.725870136398839e-10
2650.0,48.0,2.725870192207287e-10
2650.0,49.0,2.725870244633882e-10
2650.0,50.0,2.7258702939464497e-10
2650.0,51.0,2.7258703403868136e-10
2650.0,52.0,2.7258703841737755e-10
2650.0,53.0,2.72587042550569e-10
2650.0,54.0,2.7258704645627174e-10
2650.0,55.0,2.725870501508789e-10
2650.0,56.0,2.7258705364933364e-10
2650.0,57.0,2.725870569652792e-10
2650.0,58.0,2.7258706011119346e-10
2650.0,59.0,2.725870630985055e-10
